wordform	from_sense_id	to_sense_id	label
strength	strength%1:07:02::	strength%1:07:08::	metaphor
strength	strength%1:07:02::	strength%1:26:01::	metaphor
strength	strength%M1A	strength%1:07:02::	metonymy
stress	stress%1:26:03::	stress%1:10:01::	metonymy
stress	stress%1:26:01::	stress%1:26:03::	metaphor
stress	stress%1:26:01::	stress%1:26:02::	metonymy
stress	stress%1:26:02::	stress%1:19:00::	metaphor
stretch	stretch%1:17:00::	stretch%1:04:01::	metonymy
stretch	stretch%1:17:00::	stretch%1:06:00::	metaphor
stretch	stretch%1:04:01::	stretch%1:04:00::	metonymy
stretch	stretch%1:04:01::	stretch%1:04:02::	metaphor
stretch	stretch%1:17:00::	stretch%1:28:00::	metaphor
stretch	stretch%1:17:00::	stretch%1:07:00::	metonymy
stretcher	stretcher%1:06:00::	stretcher%1:06:03::	metaphor
stretcher	stretcher%1:06:00::	stretcher%1:06:02::	metaphor
stretcher	stretcher%1:06:00::	stretcher%1:06:01::	metaphor
striation	striation%1:25:00::	striation%1:07:00::	metaphor
stride	stride%1:04:00::	stride%1:23:00::	metonymy
stride	stride%1:04:00::	stride%1:04:01::	metaphor
strife	strife%1:04:00::	strife%1:26:00::	metonymy
strike	strike%1:04:02::	strike%1:04:00::	metaphor
strike	strike%1:11:00::	strike%1:04:02::	metaphor
strike	strike%1:11:00::	strike%1:04:01::	metonymy
strike	strike%1:11:00::	strike%1:04:05::	metaphor
strike	strike%1:11:00::	strike%1:04:03::	metaphor
striker	striker%1:18:03::	striker%1:18:02::	metonymy
striker	striker%1:18:03::	striker%1:18:00::	metaphor
striker	striker%1:06:00::	striker%1:18:03::	metaphor
string	string%1:06:03::	string%1:06:05::	metonymy
string	string%1:06:00::	string%1:06:03::	metonymy
string	string%1:06:04::	string%1:14:00::	metaphor
string	string%1:06:04::	string%1:10:00::	metaphor
string	string%1:06:00::	string%1:06:01::	metaphor
string	string%1:06:00::	string%1:27:00::	metaphor
string	string%1:06:00::	string%1:17:00::	metaphor
string	string%1:06:00::	string%1:06:04::	metaphor
string	string%1:06:04::	string%1:06:02::	metaphor
stringer	stringer%1:06:01::	stringer%1:06:00::	metaphor
strip	strip%1:17:00::	strip%1:06:00::	metonymy
strip	strip%1:17:00::	strip%1:06:02::	metonymy
strip	strip%1:17:00::	strip%1:10:00::	metonymy
strip	strip%1:17:00::	strip%1:06:03::	metonymy
stripe	stripe%1:07:00::	stripe%1:06:00::	metonymy
stripe	stripe%1:06:00::	stripe%1:10:01::	metonymy
stripe	stripe%1:10:01::	stripe%1:10:00::	metaphor
stripe	stripe%1:07:00::	stripe%1:09:00::	metaphor
stripper	stripper%1:18:01::	stripper%1:27:00::	metaphor
stripper	stripper%1:18:01::	stripper%1:18:00::	metaphor
stripper	stripper%1:18:01::	stripper%1:06:00::	metaphor
stroma	stroma%1:08:00::	stroma%1:20:01::	metonymy
stroma	stroma%1:08:00::	stroma%1:20:00::	metonymy
strongman	strongman%1:18:01::	strongman%1:18:00::	metaphor
structuralism	structuralism%1:09:02::	structuralism%1:09:01::	metaphor
structuralism	structuralism%1:09:02::	structuralism%1:09:03::	metaphor
structure	structure%1:06:00::	structure%1:07:00::	metonymy
structure	structure%1:06:00::	structure%1:09:00::	metaphor
structure	structure%1:06:00::	structure%1:08:00::	metonymy
structure	structure%1:06:00::	structure%1:14:00::	metaphor
struma	struma%1:26:00::	struma%1:26:01::	metonymy
stub	stub%1:17:01::	stub%1:17:00::	metonymy
stub	stub%1:17:01::	stub%1:10:00::	metonymy
stub	stub%1:17:01::	stub%1:10:01::	metonymy
stub	stub%1:17:01::	stub%1:06:00::	metonymy
stubble	stubble%1:08:00::	stubble%1:27:00::	metaphor
stud	stud%1:05:00::	stud%1:18:00::	metaphor
stud	stud%1:06:01::	stud%1:06:00::	metaphor
stud	stud%1:05:00::	stud%1:04:00::	metonymy
student	student%1:18:00::	student%1:18:01::	metaphor
studio	studio%1:06:00::	studio%1:06:01::	metaphor
studio	studio%1:06:00::	studio%1:06:02::	metaphor
study	study%1:09:03::	study%1:04:00::	metaphor
study	study%1:09:03::	study%1:10:00::	metonymy
study	study%1:09:03::	study%1:09:04::	metaphor
study	study%1:09:03::	study%1:06:00::	metonymy
study	study%1:09:03::	study%1:09:02::	metonymy
study	study%1:10:00::	study%1:06:01::	metaphor
study	study%1:09:03::	study%1:09:01::	metaphor
study	study%1:09:03::	study%1:18:00::	metonymy
study	study%1:10:00::	study%1:10:01::	metaphor
stuff	stuff%1:06:00::	stuff%1:27:00::	metonymy
stuff	stuff%1:06:00::	stuff%1:21:00::	metonymy
stuff	stuff%1:06:00::	stuff%1:10:00::	metaphor
stuff	stuff%1:27:00::	stuff%1:07:00::	metaphor
stuff	stuff%1:06:00::	stuff%1:10:01::	metaphor
stuff	stuff%1:27:00::	stuff%1:09:00::	metaphor
stump	stump%1:20:00::	stump%1:08:00::	metaphor
stump	stump%1:20:00::	stump%1:06:00::	metaphor
stump	stump%1:20:00::	stump%1:06:01::	metaphor
stupor	stupor%1:09:00::	stupor%1:12:00::	metaphor
style	style%1:09:01::	style%1:07:00::	metaphor
style	style%1:07:00::	style%1:10:00::	metonymy
style	style%1:09:01::	style%1:09:00::	metonymy
style	style%1:06:00::	style%1:20:00::	metaphor
style	style%1:07:00::	style%1:10:01::	metonymy
style	style%1:09:00::	style%1:07:01::	metonymy
style	style%1:06:00::	style%1:05:00::	metaphor
sub	sub%1:06:00::	sub%1:13:00::	metaphor
subdivision	subdivision%1:04:00::	subdivision%1:15:00::	metonymy
subdivision	subdivision%V1	subdivision%1:14:01::	metonymy
subdivision	subdivision%V1	subdivision%1:10:00::	metonymy
subdivision	subdivision%1:04:00::	subdivision%1:06:00::	metonymy
subdivision	subdivision%1:04:00::	subdivision%V1	metonymy
subgroup	subgroup%1:14:00::	subgroup%1:09:00::	metonymy
subject	subject%1:10:00::	subject%1:06:00::	metaphor
subject	subject%1:10:00::	subject%1:09:01::	metaphor
subject	subject%1:10:02::	subject%1:10:01::	metaphor
subject	subject%1:10:00::	subject%1:18:01::	metaphor
subject	subject%1:10:00::	subject%1:10:02::	metaphor
submarine	submarine%1:06:00::	submarine%1:13:00::	metaphor
submission	submission%V1	submission%1:10:00::	metonymy
submission	submission%1:26:00::	submission%1:04:01::	metonymy
submission	submission%1:26:00::	submission%1:12:00::	metonymy
submission	submission%1:10:01::	submission%1:10:02::	metonymy
submission	submission%1:26:00::	submission%1:10:01::	metonymy
submission	submission%V1	submission%1:10:03::	metonymy
submission	submission%1:04:01::	submission%V1	metonymy
subordination	subordination%1:26:00::	subordination%1:24:02::	metaphor
subordination	subordination%1:26:00::	subordination%1:24:01::	metaphor
subordination	subordination%1:26:00::	subordination%1:07:00::	metaphor
subordination	subordination%1:26:00::	subordination%1:04:00::	metonymy
subscription	subscription%1:04:01::	subscription%1:10:00::	metonymy
subscription	subscription%1:10:00::	subscription%1:04:00::	metaphor
subsidiary	subsidiary%1:14:00::	subsidiary%1:18:00::	metaphor
subsistence	subsistence%1:26:01::	subsistence%1:21:00::	metonymy
subsistence	subsistence%1:26:01::	subsistence%1:26:00::	metonymy
substance	substance%1:27:00::	substance%1:03:00::	metaphor
substance	substance%1:27:00::	substance%1:09:01::	metaphor
substance	substance%1:27:00::	substance%1:09:00::	metaphor
substance	substance%1:27:00::	substance%1:21:00::	metaphor
substance	substance%1:27:00::	substance%1:10:00::	metaphor
substance	substance%1:27:00::	substance%1:03:01::	metaphor
substitute	substitute%1:09:00::	substitute%1:18:01::	metaphor
substitute	substitute%1:09:00::	substitute%1:18:00::	metaphor
substrate	substrate%1:15:00::	substrate%1:15:01::	metaphor
substrate	substrate%1:15:00::	substrate%1:10:00::	metaphor
substratum	substratum%1:15:00::	substratum%1:15:01::	metonymy
substratum	substratum%1:15:00::	substratum%1:10:00::	metaphor
substructure	substructure%1:06:00::	substructure%1:06:01::	metaphor
subtitle	subtitle%1:10:01::	subtitle%1:10:00::	metaphor
subtlety	subtlety%1:07:00::	subtlety%1:10:00::	metonymy
subway	subway%1:06:00::	subway%1:06:01::	metaphor
success	success%1:11:00::	success%1:04:00::	metonymy
success	success%1:11:00::	success%1:26:00::	metaphor
success	success%1:11:00::	success%1:18:00::	metaphor
succession	succession%1:07:00::	succession%1:14:00::	metaphor
succession	succession%1:07:00::	succession%1:04:00::	metonymy
succession	succession%1:07:00::	succession%1:22:00::	metaphor
succession	succession%1:07:00::	succession%1:04:01::	metaphor
sucker	sucker%M6A	sucker%1:20:00::	metonymy
sucker	sucker%1:05:01::	sucker%1:13:02::	metonymy
sucker	sucker%M6A	sucker%1:13:01::	metonymy
sucker	sucker%1:18:00::	sucker%M6A	metonymy
sucker	sucker%M6A	sucker%M6B	metaphor
sucker	sucker%1:18:00::	sucker%1:05:01::	metaphor
suckling	suckling%1:05:00::	suckling%1:18:00::	metonymy
suckling	suckling%1:05:00::	suckling%1:04:00::	metonymy
sudra	sudra%1:14:00::	sudra%1:18:00::	metonymy
suede	suede%1:27:00::	suede%1:06:00::	metaphor
suffering	suffering%1:12:01::	suffering%1:26:00::	metaphor
suffering	suffering%1:12:01::	suffering%1:26:01::	metaphor
suffering	suffering%1:12:01::	suffering%1:12:02::	metaphor
sufficiency	sufficiency%1:23:00::	sufficiency%1:26:00::	metaphor
sufficiency	sufficiency%1:07:00::	sufficiency%1:23:00::	metonymy
sugar	sugar%1:13:00::	sugar%1:27:00::	metonymy
sugarcane	sugarcane%1:20:02::	sugarcane%1:20:00::	metonymy
suggestion	suggestion%1:10:00::	suggestion%1:09:00::	metonymy
suggestion	suggestion%1:10:00::	suggestion%1:23:00::	metaphor
suggestion	suggestion%1:10:00::	suggestion%1:10:01::	metaphor
suggestion	suggestion%1:10:00::	suggestion%1:09:01::	metaphor
suggestion	suggestion%1:09:01::	suggestion%1:04:02::	metonymy
suicide	suicide%1:04:00::	suicide%1:18:00::	metonymy
suit	suit%1:06:00::	suit%1:18:00::	metonymy
suit	suit%1:04:00::	suit%1:10:00::	metaphor
suite	suite%1:06:00::	suite%1:10:00::	metaphor
suite	suite%1:06:00::	suite%1:14:00::	metaphor
suite	suite%1:06:00::	suite%1:14:01::	metaphor
sultana	sultana%1:13:01::	sultana%1:13:02::	metonymy
sum	sum%1:06:00::	sum%1:21:00::	metaphor
sum	sum%1:06:00::	sum%1:09:01::	metonymy
sum	sum%1:06:00::	sum%1:14:00::	metaphor
sum	sum%1:06:00::	sum%1:09:00::	metaphor
sum	sum%1:06:00::	sum%1:14:01::	metonymy
summation	summation%1:14:00::	summation%1:10:00::	metaphor
summation	summation%1:04:01::	summation%1:22:00::	metaphor
summation	summation%1:04:01::	summation%1:14:00::	metonymy
summer	summer%1:28:00::	summer%1:28:01::	metaphor
summit	summit%1:15:00::	summit%1:26:00::	metaphor
summit	summit%1:15:00::	summit%1:14:00::	metaphor
summons	summons%1:10:00::	summons%1:10:01::	metaphor
summons	summons%1:10:00::	summons%1:10:02::	metaphor
sump	sump%1:06:00::	sump%1:06:01::	metaphor
sump	sump%1:06:00::	sump%1:06:02::	metaphor
sun	sun%1:17:00::	sun%1:19:00::	metonymy
sun	sun%1:19:00::	sun%1:18:00::	metaphor
sun	sun%1:17:00::	sun%1:17:01::	metaphor
sunburst	sunburst%1:19:00::	sunburst%1:06:01::	metaphor
sunburst	sunburst%1:19:00::	sunburst%1:06:00::	metaphor
sunfish	sunfish%1:05:02::	sunfish%1:13:00::	metonymy
sunfish	sunfish%1:05:02::	sunfish%1:05:01::	metonymy
sunrise	sunrise%1:11:00::	sunrise%1:28:00::	metonymy
sunrise	sunrise%1:11:00::	sunrise%1:19:00::	metonymy
sunset	sunset%1:11:00::	sunset%1:28:00::	metonymy
sunset	sunset%1:11:00::	sunset%1:19:00::	metonymy
sunshine	sunshine%1:19:00::	sunshine%1:19:01::	metonymy
sunshine	sunshine%1:19:00::	sunshine%1:07:00::	metaphor
superannuation	superannuation%1:21:00::	superannuation%1:07:00::	metonymy
superannuation	superannuation%1:21:00::	superannuation%1:04:00::	metonymy
superintendent	superintendent%1:18:00::	superintendent%1:18:01::	metaphor
superior	superior%1:18:01::	superior%1:18:02::	metonymy
superior	superior%1:18:01::	superior%1:18:03::	metonymy
superior	superior%1:18:01::	superior%1:17:00::	metonymy
superior	superior%1:17:00::	superior%1:15:00::	metonymy
superior	superior%1:18:01::	superior%1:10:00::	metaphor
superiority	superiority%1:07:00::	superiority%1:07:01::	metonymy
superiority	superiority%1:07:00::	superiority%1:07:02::	metonymy
superiority	superiority%1:07:00::	superiority%1:26:00::	metonymy
superlative	superlative%1:10:01::	superlative%1:10:00::	metaphor
superlative	superlative%1:10:01::	superlative%1:26:00::	metonymy
superposition	superposition%1:04:00::	superposition%1:22:00::	metonymy
superposition	superposition%1:22:00::	superposition%1:09:00::	metonymy
superposition	superposition%1:04:00::	superposition%1:04:01::	metonymy
superscription	superscription%1:10:00::	superscription%1:04:00::	metonymy
supper	supper%1:13:00::	supper%1:14:00::	metonymy
supplication	supplication%1:10:01::	supplication%1:10:00::	metaphor
supplication	supplication%1:10:01::	supplication%1:04:01::	metaphor
supply	supply%1:23:00::	supply%1:22:00::	metonymy
supply	supply%1:23:00::	supply%1:04:00::	metonymy
supporter	supporter%1:18:02::	supporter%1:18:00::	metonymy
supporter	supporter%1:18:02::	supporter%1:18:01::	metaphor
supporter	supporter%1:18:02::	supporter%1:06:00::	metaphor
supporter	supporter%1:06:00::	supporter%1:06:01::	metaphor
suppression	suppression%1:04:02::	suppression%1:22:00::	metaphor
suppression	suppression%1:04:02::	suppression%1:04:01::	metonymy
suppression	suppression%1:04:02::	suppression%1:04:03::	metaphor
surety	surety%1:10:00::	surety%1:07:00::	metonymy
surety	surety%1:10:00::	surety%1:21:00::	metaphor
surety	surety%1:10:00::	surety%1:18:01::	metaphor
surety	surety%1:10:00::	surety%1:18:00::	metonymy
surface	surface%1:06:00::	surface%1:15:00::	metonymy
surface	surface%1:06:00::	surface%1:17:00::	metonymy
surface	surface%1:06:00::	surface%1:09:00::	metaphor
surface	surface%1:06:00::	surface%1:09:01::	metaphor
surface	surface%V1	surface%1:06:01::	metonymy
surface	surface%1:06:00::	surface%V1	metonymy
surfeit	surfeit%1:26:01::	surfeit%1:07:00::	metonymy
surfeit	surfeit%1:26:01::	surfeit%1:04:00::	metonymy
surge	surge%1:11:01::	surge%1:11:00::	metaphor
surge	surge%1:11:01::	surge%1:04:00::	metaphor
surgery	surgery%1:04:01::	surgery%1:09:00::	metonymy
surgery	surgery%1:06:00::	surgery%1:06:01::	metaphor
surgery	surgery%1:04:01::	surgery%1:06:00::	metonymy
surprise	surprise%1:11:00::	surprise%1:12:00::	metonymy
surprise	surprise%1:11:00::	surprise%1:04:00::	metonymy
surrender	surrender%1:04:00::	surrender%1:12:00::	metaphor
surrender	surrender%1:04:00::	surrender%1:10:00::	metonymy
surrender	surrender%1:04:00::	surrender%1:04:01::	metaphor
surrey	surrey%1:15:00::	surrey%1:06:00::	metonymy
survey	survey%1:04:02::	survey%1:10:00::	metonymy
survey	survey%1:04:02::	survey%1:04:01::	metonymy
suspense	suspense%1:12:02::	suspense%1:09:00::	metonymy
suspense	suspense%1:12:02::	suspense%1:12:01::	metonymy
suspension	suspension%1:26:00::	suspension%1:27:00::	metonymy
suspension	suspension%1:26:00::	suspension%1:28:00::	metaphor
suspension	suspension%1:26:00::	suspension%1:11:00::	metaphor
suspension	suspension%1:04:00::	suspension%1:06:00::	metonymy
suspension	suspension%1:26:00::	suspension%1:04:00::	metonymy
suspension	suspension%1:26:00::	suspension%1:04:01::	metaphor
suspicion	suspicion%1:09:01::	suspicion%1:09:00::	metaphor
suspicion	suspicion%1:09:01::	suspicion%1:26:00::	metonymy
suspicion	suspicion%1:09:01::	suspicion%1:07:00::	metonymy
suture	suture%1:06:01::	suture%1:08:00::	metaphor
suture	suture%1:06:01::	suture%1:06:00::	metonymy
swab	swab%1:06:01::	swab%1:06:00::	metaphor
swag	swag%1:21:01::	swag%1:21:00::	metonymy
swag	swag%1:21:01::	swag%1:06:00::	metonymy
swamp	swamp%1:17:00::	swamp%1:26:00::	metaphor
swarm	swarm%1:14:00::	swarm%1:14:01::	metaphor
swath	swath%1:23:00::	swath%1:17:00::	metonymy
sweat	sweat%1:08:00::	sweat%1:26:01::	metonymy
sweat	sweat%1:08:00::	sweat%1:19:00::	metaphor
sweat	sweat%1:08:00::	sweat%1:04:00::	metonymy
swede	swede%1:13:00::	swede%1:20:00::	metonymy
sweep	sweep%1:04:01::	sweep%1:07:00::	metaphor
sweep	sweep%V1	sweep%1:18:00::	metonymy
sweep	sweep%V1	sweep%1:11:00::	metaphor
sweep	sweep%1:04:01::	sweep%1:06:00::	metonymy
sweep	sweep%1:04:01::	sweep%1:04:00::	metaphor
sweep	sweep%1:04:01::	sweep%V1	metonymy
sweet	sweet%1:13:00::	sweet%1:13:01::	metonymy
sweet	sweet%1:13:00::	sweet%1:09:00::	metonymy
sweet	sweet%1:13:00::	sweet%1:07:00::	metonymy
sweetheart	sweetheart%1:18:02::	sweetheart%1:18:00::	metonymy
sweetheart	sweetheart%1:18:02::	sweetheart%1:18:01::	metaphor
sweetness	sweetness%1:07:00::	sweetness%1:09:00::	metonymy
sweetness	sweetness%1:07:00::	sweetness%1:07:01::	metaphor
sweetness	sweetness%1:07:00::	sweetness%1:07:03::	metaphor
swell	swell%1:17:00::	swell%1:11:00::	metaphor
swell	swell%1:17:00::	swell%1:07:00::	metaphor
swell	swell%V1	swell%1:18:00::	metonymy
swell	swell%1:17:00::	swell%V1	metonymy
swift	swift%V1	swift%1:05:02::	metonymy
swift	swift%1:05:00::	swift%V1	metonymy
swimmer	swimmer%1:18:01::	swimmer%1:18:00::	metonymy
swing	swing%1:04:00::	swing%1:26:01::	metaphor
swing	swing%1:04:00::	swing%1:04:06::	metaphor
swing	swing%1:06:00::	swing%1:04:00::	metonymy
swing	swing%1:10:01::	swing%1:07:00::	metonymy
swing	swing%1:04:00::	swing%1:04:03::	metaphor
swing	swing%1:04:00::	swing%1:04:02::	metaphor
swing	swing%1:04:00::	swing%1:04:04::	metaphor
switch	switch%1:06:01::	switch%1:11:00::	metonymy
switch	switch%1:06:00::	switch%1:06:03::	metaphor
switch	switch%1:06:01::	switch%1:06:02::	metaphor
switch	switch%1:11:00::	switch%1:04:01::	metaphor
switch	switch%1:06:01::	switch%1:04:00::	metonymy
sycamore	sycamore%1:20:03::	sycamore%1:20:02::	metonymy
sycamore	sycamore%1:20:03::	sycamore%1:20:00::	metaphor
sycamore	sycamore%1:20:03::	sycamore%1:20:04::	metaphor
symbol	symbol%1:10:00::	symbol%1:09:00::	metonymy
symbolism	symbolism%1:10:00::	symbolism%1:04:00::	metonymy
symbolism	symbolism%1:04:00::	symbolism%1:14:00::	metaphor
symmetry	symmetry%1:07:00::	symmetry%1:25:00::	metaphor
symmetry	symmetry%1:07:00::	symmetry%1:07:01::	metaphor
sympathy	sympathy%1:24:00::	sympathy%1:09:00::	metonymy
sympathy	sympathy%1:12:00::	sympathy%1:24:00::	metonymy
symphony	symphony%1:10:00::	symphony%1:14:00::	metonymy
symptom	symptom%1:26:00::	symptom%1:10:00::	metaphor
syncretism	syncretism%1:26:00::	syncretism%1:22:00::	metaphor
syndrome	syndrome%1:26:00::	syndrome%1:09:00::	metaphor
syntax	syntax%1:09:01::	syntax%1:14:00::	metaphor
syntax	syntax%1:09:01::	syntax%1:09:00::	metonymy
synthesis	synthesis%1:22:00::	synthesis%1:09:00::	metaphor
synthesis	synthesis%1:09:00::	synthesis%1:09:01::	metonymy
system	system%1:06:00::	system%1:14:00::	metaphor
system	system%1:06:00::	system%1:27:00::	metaphor
system	system%1:06:00::	system%1:09:00::	metaphor
system	system%1:06:00::	system%1:09:02::	metaphor
system	system%1:06:00::	system%1:08:00::	metaphor
system	system%1:06:00::	system%1:09:01::	metaphor
system	system%1:08:00::	system%1:08:01::	metonymy
system	system%1:09:01::	system%1:07:00::	metonymy
tabasco	tabasco%1:13:01::	tabasco%1:13:02::	metonymy
tabby	tabby%1:05:01::	tabby%1:05:02::	metaphor
tabernacle	tabernacle%1:06:00::	tabernacle%1:06:02::	metaphor
tabernacle	tabernacle%1:06:00::	tabernacle%1:06:01::	metaphor
table	table%1:06:01::	table%1:06:02::	metonymy
table	table%1:06:01::	table%1:17:00::	metaphor
table	table%1:06:02::	table%1:14:01::	metonymy
table	table%1:06:02::	table%1:13:01::	metonymy
tablet	tablet%1:06:02::	tablet%1:27:00::	metaphor
tablet	tablet%1:06:02::	tablet%1:06:01::	metaphor
tablet	tablet%1:06:02::	tablet%1:06:00::	metaphor
tabloid	tabloid%1:10:01::	tabloid%1:10:00::	metonymy
taboo	taboo%1:07:00::	taboo%1:09:00::	metonymy
tabu	tabu%1:07:00::	tabu%1:09:00::	metaphor
tackle	tackle%1:04:02::	tackle%1:18:00::	metonymy
tackle	tackle%1:06:00::	tackle%1:06:01::	metonymy
tackle	tackle%1:04:00::	tackle%1:04:02::	metonymy
tactics	tactics%V1	tactics%1:09:01::	metonymy
tactics	tactics%1:09:00::	tactics%V1	metonymy
tag	tag%1:10:00::	tag%1:10:01::	metaphor
tag	tag%1:10:00::	tag%1:06:01::	metaphor
tag	tag%1:04:01::	tag%1:04:00::	metonymy
tail	tail%1:05:00::	tail%1:28:00::	metaphor
tail	tail%1:05:00::	tail%1:25:00::	metaphor
tail	tail%1:05:00::	tail%1:08:01::	metonymy
tail	tail%1:05:00::	tail%1:18:00::	metaphor
tail	tail%1:05:00::	tail%1:06:02::	metaphor
tail	tail%1:05:00::	tail%1:06:01::	metaphor
tail	tail%1:05:00::	tail%1:06:00::	metaphor
tailback	tailback%1:04:00::	tailback%1:18:00::	metonymy
takeaway	takeaway%1:13:00::	takeaway%1:10:00::	metaphor
takeaway	takeaway%1:13:00::	takeaway%1:04:00::	metaphor
takedown	takedown%1:11:01::	takedown%1:10:00::	metaphor
takeoff	takeoff%1:11:00::	takeoff%1:04:00::	metaphor
takeoff	takeoff%1:11:00::	takeoff%1:10:00::	metaphor
takeoff	takeoff%1:11:00::	takeoff%1:04:01::	metaphor
takeover	takeover%1:04:02::	takeover%1:04:01::	metaphor
talent	talent%1:09:00::	talent%1:18:00::	metonymy
talk	talk%1:10:00::	talk%1:10:03::	metonymy
talk	talk%1:10:02::	talk%1:04:02::	metonymy
talk	talk%1:10:00::	talk%1:10:02::	metaphor
talk	talk%1:10:00::	talk%1:10:01::	metonymy
tally	tally%1:10:00::	tally%1:04:01::	metaphor
tally	tally%1:10:00::	tally%1:04:00::	metonymy
tamarind	tamarind%1:13:00::	tamarind%1:20:00::	metonymy
tan	tan%1:26:00::	tan%1:07:00::	metonymy
tandem	tandem%1:07:00::	tandem%1:06:00::	metonymy
tang	tang%1:07:00::	tang%1:09:00::	metonymy
tang	tang%1:05:01::	tang%1:05:04::	metaphor
tang	tang%1:05:02::	tang%1:05:03::	metonymy
tangent	tangent%1:25:00::	tangent%1:24:00::	metonymy
tangerine	tangerine%1:20:00::	tangerine%1:13:00::	metonymy
tangerine	tangerine%1:20:00::	tangerine%1:07:00::	metaphor
tango	tango%1:04:00::	tango%1:10:00::	metonymy
tank	tank%1:06:00::	tank%1:23:00::	metonymy
tank	tank%1:06:00::	tank%1:06:02::	metonymy
tank	tank%1:06:00::	tank%1:06:03::	metaphor
tanker	tanker%V1	tanker%1:18:00::	metaphor
tanker	tanker%1:06:00::	tanker%V1	metonymy
tantra	tantra%1:09:00::	tantra%1:10:00::	metaphor
tape	tape%1:06:03::	tape%1:06:00::	metaphor
tape	tape%1:06:03::	tape%1:15:00::	metaphor
tape	tape%1:06:01::	tape%1:06:04::	metonymy
taper	taper%V1	taper%1:25:00::	metaphor
taper	taper%1:25:00::	taper%1:07:00::	metaphor
taper	taper%1:06:00::	taper%1:06:01::	metonymy
taper	taper%1:06:00::	taper%V1	metonymy
tapestry	tapestry%1:06:00::	tapestry%1:07:00::	metaphor
tapestry	tapestry%1:06:00::	tapestry%1:06:01::	metonymy
tarantula	tarantula%1:05:01::	tarantula%1:05:02::	metonymy
target	target%1:06:00::	target%1:10:00::	metaphor
target	target%1:06:00::	target%1:18:00::	metaphor
target	target%1:06:00::	target%1:15:00::	metonymy
target	target%1:06:00::	target%1:09:00::	metaphor
tarmac	tarmac%1:27:00::	tarmac%1:06:00::	metonymy
taro	taro%1:13:00::	taro%1:20:00::	metonymy
taro	taro%1:20:02::	taro%1:13:00::	metonymy
tarragon	tarragon%1:13:00::	tarragon%1:20:00::	metonymy
tart	tart%1:13:01::	tart%1:13:00::	metaphor
task	task%1:04:01::	task%1:04:00::	metonymy
taste	taste%1:09:02::	taste%1:12:02::	metonymy
taste	taste%1:09:04::	taste%1:09:01::	metaphor
taste	taste%1:09:02::	taste%1:11:00::	metaphor
taste	taste%1:09:02::	taste%1:13:00::	metonymy
taste	taste%1:09:02::	taste%1:09:04::	metonymy
taste	taste%1:09:02::	taste%1:04:00::	metaphor
tattoo	tattoo%1:06:00::	tattoo%1:04:00::	metonymy
tautology	tautology%1:10:00::	tautology%1:10:01::	metaphor
taxation	taxation%1:21:00::	taxation%1:21:01::	metonymy
taxation	taxation%1:21:00::	taxation%1:04:00::	metaphor
taxonomy	taxonomy%1:14:00::	taxonomy%1:09:00::	metonymy
taxonomy	taxonomy%1:14:00::	taxonomy%1:04:00::	metonymy
tea	tea%1:13:00::	tea%1:13:01::	metonymy
tea	tea%1:13:00::	tea%1:20:00::	metonymy
tea	tea%1:13:00::	tea%1:14:00::	metonymy
tea	tea%1:13:00::	tea%1:13:02::	metonymy
teacup	teacup%1:06:00::	teacup%1:23:00::	metonymy
teak	teak%1:20:00::	teak%1:20:02::	metonymy
teal	teal%1:07:00::	teal%1:05:00::	metaphor
team	team%1:14:00::	team%1:14:01::	metonymy
tear	tear%1:17:00::	tear%1:04:01::	metaphor
tear	tear%1:17:00::	tear%1:04:00::	metonymy
teardrop	teardrop%1:08:00::	teardrop%1:25:00::	metaphor
teaser	teaser%1:18:00::	teaser%1:10:01::	metaphor
teaser	teaser%1:18:00::	teaser%1:10:00::	metaphor
teaser	teaser%1:18:00::	teaser%1:10:02::	metaphor
teaser	teaser%1:18:00::	teaser%1:06:00::	metaphor
teaser	teaser%1:18:01::	teaser%1:06:01::	metonymy
teaspoon	teaspoon%1:06:00::	teaspoon%1:23:01::	metonymy
technique	technique%1:09:00::	technique%1:09:01::	metonymy
technology	technology%1:04:00::	technology%1:09:00::	metonymy
tee	tee%1:06:00::	tee%1:15:00::	metonymy
tee	tee%1:06:00::	tee%1:06:01::	metaphor
telecommunication	telecommunication%1:10:00::	telecommunication%1:09:00::	metonymy
telephone	telephone%1:06:00::	telephone%1:10:00::	metonymy
television	television%1:06:01::	television%1:10:00::	metonymy
television	television%1:06:01::	television%1:06:00::	metonymy
teller	teller%1:18:03::	teller%1:18:01::	metaphor
teller	teller%1:18:03::	teller%1:18:00::	metaphor
temper	temper%1:07:02::	temper%1:12:01::	metonymy
temper	temper%1:12:00::	temper%1:07:02::	metonymy
temper	temper%1:12:00::	temper%1:07:01::	metaphor
temperament	temperament%1:07:00::	temperament%1:07:02::	metonymy
temperament	temperament%1:07:00::	temperament%1:04:00::	metaphor
temperance	temperance%1:07:00::	temperance%1:04:00::	metonymy
temperance	temperance%1:04:00::	temperance%1:04:01::	metaphor
temperature	temperature%1:07:00::	temperature%1:09:00::	metonymy
tempest	tempest%1:19:00::	tempest%1:26:00::	metaphor
temple	temple%1:06:00::	temple%1:06:01::	metaphor
temple	temple%1:06:00::	temple%1:06:02::	metonymy
tempo	tempo%1:28:01::	tempo%1:28:00::	metaphor
temptation	temptation%1:09:00::	temptation%1:12:00::	metonymy
